Placa,Ano,Modelo
AWC5918,2012,UNO
AWC6626,2010,SIENA
AWF2800,1998,PALIO EDX
AWF3161,2012,CG 150 TITAN EX
AWG3990,2012,C3
AWG4C49,2012,FLUENCE DYN20A
AWG7097,2012,NOVO GOL 1.0
AWH8926,2012,C3
AWJ1100,1994,SUZUKI GSXR1100
AWJ6459,2012,BIZ 125 KS
AWK4909,2012,KA FLEX
AWL0010,1994,UNO ELECTRONIC
AWL2390,1997,KA
AWM0847,2006,PALIO WEEK HLX FLEX
AWM1612,1999,PAJERO SPORT
AWM1630,1997,VW POLO CLAS. 1.8 MI
AWM3389,2012,CG 125 FAN ES
AWM8200,1999,S10 DE LUXE 2.5 D 4X4
AWP8A82,2013,ONIX 1.4MT LT
AWR0136,2011,CBR 1000 RR
AWU0909,1995,TEMPRA OURO 16V
AWV1322,2013,ECOSPORT
AWV3494,2013,HB20 1.0M 1.0 M
AWW0737,1998,GOL CL 1.6 MI
AWW2105,2010,CAPTIVA
AXD4676,2013,SPIN 1.8L MT LT
AXF4497,2013,CELTA 1.0L LT
AXF4782,2013,ONIX 1.4MT LT
AXK1289,2013,FIESTA SEDAN1.6FLEX
AXK8080,1996,KIA CLARUS GLX
AXL0777,1998,PASSAT TURBO
AXN4309,2013,FOX
AXP0611,2011,C3 AIRCROSS EXCM
AXP7376,2013,SANDERO
AXR9G43,2013,FIESTA HA 1.5L S
AXS1414,1998,CITROEN XSARA BK GLX
AXU7770,1995,TEMPRA OURO 16V
AXW2200,1998,VECTRA GL
AXY1313,1995,325IA SC4 REGINO
AXZ1199,2013,PRISMA 1.4MT LT
AYB0D54,2013,SENTRA 20SV CVT
AYC8652,2013,FIESTA SD 1.6LSE
AYE1962,2010,207HB
AYH8013,2014,SANDERO EXP 16HP
AYI3661,2014,VOYAGE CITY MB
AYK7707,1999,ASTRA GL
AYK9168,2014,VOYAGE CITY MA
AYP7495,2014,CIVIC LXS AT
AYP7551,2014,VOYAGE
AYS8638,2014,MONTANA LS
AYT6125,2014,SAVEIRO
AYT6149,2014,SAVEIRO
AYT6312,2014,SAVEIRO
AYY1031,2014,ECOSPORT
AYZ4583,2014,G.VITARA
AZA2841,2014,CG150 FAN ESDI
AZD0110,1998,GOL MI
AZE1010,1992,MONZA SL
AZE1208,1999,CORSA SUPER
AZH1403,2013,HB20 1.0M 1.0 M
AZI0550,1985,N10
AZJ4040,2001,FOCUS GHIA 2.0LFC
AZJ5500,1999,A 160
AZK0830,1998,FORD MONDEO CLX ND
AZL1237,2015,LOGAN EXPR 16 M
AZL7020,2015,SANDERO AUTH 10
AZM6060,1998,RENAULT MEGANE 1.6 B
AZO9337,2015,S10 LTZ DD4A
AZP0999,2004,SUZUKI GSXR1000
AZQ6666,1993,NL10 340 4X2
AZQ7000,1994,POINTER GL 1.8
AZR1198,1998,CORSA SUPER
AZS0700,1997,TIPO 1.6 MPI
AZW3756,2015,DUSTER
AZY9039,2015,SIENA EL 1.4 FLEX
BAA2704,1999,PALIO EX
BAA9052,1996,PALIO EDX
BAB1818,1991,GOL CL 1.8
BAB5300,1996,OMEGA CD
BAC1250,1999,PALIO ELX
BAC2900,1998,BMW 328I AM51
BAF0250,1999,F250 XLT L
BAG1200,1996,FORD ESCORT GL 16V
BAG6006,1999,VT600C SHADOW
BAI1144,1997,310D SPRINTERF
BAI2727,1994,FIAT TIPO 1.6 IE
BAJ0111,1999,GOLF 2.0
BAL1428,2012,MEGANEGT DYN 16
BAL4900,1998,GOL 16V
BAO0479,2008,MONTANA
BAO3751,2016,NOVO GOL TL MCV
BAR1931,1989,DEL REY GHIA
BAR5168,1993,FORD F1000 SC S
BAS2595,2016,SIENA
BAS8324,2016,ONIX
BAT1012,1999,206 SOLEIL
BAT4580,2009,FH 400 4X2T
BAU0067,1996,NL12 360 4X2T EDC
BAU7343,2014,SAVEIRO
BAU8889,1998,CORSA SUPER
BAV1307,1995,GOLF GLX
BAW0130,1997,CORSA SUPER
BAY0035,2003,CORSA ST
BBA0777,1993,SUBARU
BBB0065,1985,DEL REY
BBB1313,1990,VOYAGE PLUS
BBC1116,1996,S10 DELUXE 2.2 S
BBC1993,1993,PARATI GL 1.8
BBE3637,2019,ARGO TREKKING 1.3
BBE4071,2016,YZF R3 ABS
BBE8281,1994,DAEWOO ESPERO DLX
BBG3J00,1997,R113 H 4X2 320
BBG8881,2011,3008
BBL2F10,2009,I30 2.0
BBL5500,1996,BMW 328I CF21
BBL8080,1996,MONZA GLS
BBM1960,1997,GOL MI
BBM6E52,2017,ONIX 1.0MT LT
BBM9600,1995,BMW 318IM KOU REGINO
BBM9990,1994,BMW 318IA SC4 REGINO
BBO3062,2005,FIESTA SEDAN1.6FLEX
BBR2025,2005,XC90
BBR3100,1996,UNO MILLE SX
BBR5277,2017,XF105
BBR5884,2017,STRADA
BBR8480,1998,S40 1.8
BBS2200,1991,VERSAILLES 2.0 GL
BBS6533,2017,HB20S 1.0M COMF
BBS8200,1997,F1000 HSD XL
BBV1689,1998,VECTRA GLS
BBW0199,1997,SUZUKI BALENO GLX
BBW9800,1996,BMW 328I CF21
BBZ2222,1991,MONZA SL
BCC1109,1993,MONZA GL
BCC3838,2001,CORSA MILENIUM
BCD9043,2018,ECOSPORT
BCF0250,1998,F250 TRV TROPIVAN
BCF3626,2018,CG 160 FAN
BCF4330,2018,ONIX
BCF9573,2018,TORO
BCG0140,1998,VECTRA CD
BCG0700,1993,QUANTUM GL 2000
BCG6408,2018,HB20
BCH0443,2018,PRISMA
BCJ7451,2018,CB 250F TWISTER
BCK0F81,2018,VOYAGE 1.6L MB5
BCM6506,2018,CRETA
BCR0808,1998,SANTANA
BCR1881,2000,ASTRA 500
BDA0806,2011,FIESTA FLEX
BDA2880,2016,CHEV
BDC2G00,1998,VECTRA GLS
BDE3A86,2019,CB250F TWISTER CBS
BDF0010,1996,S10 DELUXE
BDF2500,1997,PALIO WEEKEND STILE
BDF5000,1992,OMEGA GLS
BDH0002,1990,CHEVETTE DL
BDJ4F65,2019,RENEGADE
BDJ5J22,2019,CG 160 FAN
BDL0600,1996,VECTRA GLS
BDM0F48,2019,ONIX JOY
BDM1E00,1985,L 1316
BDN7004,2016,SANDERO AUTH 10
BDO1E78,2019,XC60
BDQ4I45,2019,TRITON
BDT0019,2004,SCENIC AUT 1616V
BDW0220,1997,PALIO WEEKEND STILE
BEA0230,1995,GOL 1000I
BEA0330,1995,KIA SPORTAGE
BEA0666,1998,GM CORSA GL
BEA6336,1996,328I
BEB0280,1994,C280 HA28W
BEB6F17,2020,CG 160 FAN
BEB7900,1997,PALIO EDX
BEC0050,1994,FIAT TIPO 1.6 IE
BED0505,1998,PARATI GLS 2.0 MI
BED1D60,2019,HILUX
BEE0206,1999,206 SOLEIL
BEE7799,1994,GOL 1000
BEF0150,1998,PASSAT TURBO
BEG1988,1994,OMEGA GLS
BEH1313,1993,KADETT IPANEMA GLS
BEH4J64,2021,R450
BEJ6J27,2020,CG 160 FAN
BEK4400,1993,NL10 310 4X2
BEL0070,1992,KADETT SL
BEL0227,1998,PALIO ELX
BEL0410,1996,CORSA WIND
BEL1099,1996,VECTRA CD
BEL1130,1994,T113 H 4X2 360
BEL1440,1994,MONZA GLS
BEM1153,1999,GOL 16V
BEM1804,1996,CORSA WIND
BEM1989,1992,MONZA SL EFI
BEM3230,1997,BMW 323I CP71
BEM4047,1996,VW GOLF GL
BEN2314,2015,COROLLA XEI20FLEX
BEN6336,1999,323I AM31
BEP1750,1999,GOL SPECIAL
BEQ7000,1991,D20 CUSTOM DE LUXE
BER0056,1996,KIA CLARUS GLX
BER5A47,2020,DUSTER
BET0080,1989,VOYAGE GLS
BET0725,1996,CORSA WIND
BET1210,1995,CORSA WIND
BET5453,1999,CITROEN XSARA BK GLX
BET7175,2011,PALIO
BET8690,1998,BESTA 12P GS
BEW1976,2011,JETTA 2.0T
BEW9797,1996,BMW 328I CD11
BEX0410,1998,NL12 410 6X4T EDC
BEX4606,2021,GOL 1.0L MC4
BFB1363,1991,VERONA LX
BFB5176,1991,KADETT IPANEMA SL
BFH2576,1991,VERONA LX
BFI0898,1991,GOL CL
BFI6581,1991,KADETT SL EFI
BFM4797,1990,CHEVETTE DL
BFN6305,1991,MONZA SL
BFN9232,1991,CHEVETTE DL
BFP0983,1986,MONZA SL
BFP1743,1991,UNO CS 1.5
BGA3850,1991,ELBA CSL 1.6
BGA3988,1991,UNO 1.6 R
BGC6808,1991,MONZA SL
BGE0044,1988,GOL GL
BGF5551,1992,KADETT SL
BGH2186,1991,VERONA 1.8 LX
BGK0671,1986,MONZA SL
BGK6868,1991,SUZUKI
BGL0012,1991,VERSAILLES GL
BGM9997,1992,QUANTUM GLS 2000I
BGN3D54,1991,ESCORT L
BGN5803,1988,ESCORT XR3
BGP4903,1991,MONZA SL
BGR1949,1988,SANTANA GLS
BGR3320,1991,MONZA SL
BGS0414,1992,UNO MILLE
BGS5676,1988,PREMIO CSL 1.6
BGT4589,1992,SANTANA GLS 2000
BGT8180,1992,OPALA DIPLOMATA SE
BGU8109,1989,GOL GL
BGV2836,1992,GOL CL
BGV9270,1992,UNO MILLE
BGV9542,1987,CHEVETTE 1.6
BGW2246,1990,GOL GL
BGY3522,1988,EE 25
BGY6388,1989,F1000
BHC0170,1988,ELBA CS
BHG4337,1989,KADETT SL
BHG7088,1991,SANTANA CL 1800
BHG8116,1992,PARATI CL 1.8
BHH3972,1992,T113 H 4X2 360
BHH4841,1991,L 1618
BHJ8968,1974,BRASILIA
BHL9749,1992,MONZA SL
BHM3637,1984,F1000
BHN7643,1996,CORSA WIND
BHN7869,1996,BLAZER
BHO8485,1992,UNO MILLE
BHP1188,1993,ROYALE GL
BHP1665,1994,7.90 S
BHP7049,1991,APOLLO GL
BHP9640,1992,VOYAGE GL 1.8
BHT7665,1988,CHEVETTE SL
BHW2368,1996,XR 200R
BIA5412,1995,GOL 1000I
BIA6901,1986,PREMIO CS 1.3
BIB4241,1992,UNO MILLE
BIB5697,1991,GOL CL
BIE4568,1980,L 1113
BIF9416,1986,1600D RD
BII1196,1991,NL10 340 4X2
BII3252,1993,FIAT UNO CSL 1.6
BII3858,1993,CHEVETTE L
BIL5102,1992,APOLLO GL
BIM1579,1988,MONZA SL
BIM4902,1975,BELINA
BIP5500,1992,KADETT SL EFI
BIQ1836,1972,F100
BIQ3105,1982,F1000
BIR9856,1995,S10
BIT8765,1990,F1000
BIV8069,1991,GOL GTS
BIW3211,1974,MERCEDES BENZ
BIW9180,1990,VERONA GLX
BIY4965,1988,L 1518
BIZ2577,1990,KADETT IPANEMA SL
BJB3746,1992,GOL CL
BJE2743,1994,UNO ELECTRONIC
BJG5511,1992,SANTANA CL 1800
BJH5602,1993,KADETT SL EFI
BJI4596,1992,GOL CL
BJI6102,1989,MONZA SL
BJJ0212,1991,D20 CUSTOM S
BJK5498,1986,GOL
BJL1482,1992,KADETT IPANEMA SL EFI
BJL1636,1989,GOL CL
BJL3283,1992,ELBA WEEKEND
BJM1035,1994,MONZA GL
BJN1939,1994,CORSA WIND
BJN5999,1993,TEMPRA OURO 16V
BJN9855,1996,CORSA WIND
BJO2448,1996,CORSA GL
BJP4898,1997,PARATI 16V
BKG5276,1992,KADETT SL EFI
BKG6263,1992,GOL CL
BKK2173,1993,ESCORT 1.0 HOBBY
BKK6076,1981,L 2213
BKN5150,1989,MONZA CLASSIC 2.0
BKO3648,1992,SAVEIRO GL 1.8
BKS9386,1995,FORD FIESTA
BKT6606,1997,CORSA GLS
BKT8312,1998,HILUX SW4 D
BKV9357,1999,S10 2.2 S
BKW0676,1986,PASSAT VILLAGE GL
BKW3082,1992,FIAT UNO CSL 1.6
BLA2143,1992,GOL CL 1.8
BLA9060,1992,GOL CL
BLA9816,1988,SANTANA CL
BLC3128,1992,PARATI GLS 1.8
BLC5765,1992,QUANTUM CL
BLC8678,1986,ESCORT L
BLD8596,1994,MONZA GL
BLE1261,1995,GOL CLI
BLE4244,1995,PASSAT
BLG0864,1993,R113 H 4X2 320
BLG3386,1986,CHEVROLET D20 CUSTOM
BLH0771,1979,PROTOTIPO
BLK8987,1996,VECTRA GLS
BLM9D85,1978,L 1313
BLR3750,1989,BELINA II L
BLS2438,1993,ESCORT GL
BLS8286,1993,GOL 1000
BLU5949,1993,OMEGA GLS
BLU9110,1993,MONZA SL
BLX8604,1995,FIORINO 1.0 IE
BLY9460,1996,PALIO 16V
BLZ3198,1993,OMEGA SUPREMA GLS
BMA8810,1993,ESCORT 2.0I XR3
BMD4279,1993,UNO ELECTRONIC
BMD9510,1980,FUSCA 1300 L
BME3378,1992,GOL 1000
BME6306,1990,GOL CL
BME8355,1992,VERONA GLX
BMF0040,1992,HONDA
BMF4326,1992,709
BMG0732,1961,F100
BMG7921,1993,UNO FIORINO 1.5
BMH9910,1990,GOL GL
BMI4672,1987,VOYAGE GL
BMI4704,1993,UNO ELECTRONIC
BMJ2152,1993,VERSAILLES 2.0 GL
BMJ7656,1993,PARATI CL 1.8
BMK1205,1988,ESCORT XR3
BMK4928,1992,MONZA SL
BMK5781,1992,ESCORT L
BMK9819,1992,GOL 1000
BML9709,1987,CHEVY 500 SE
BMM6398,1993,KADETT SL EFI
BMN4112,1994,KADETT GL
BMP1167,1996,FORD MONDEO CLX AD
BMQ4595,1983,PASSAT GTS
BMS6639,1988,QUANTUM GL
BMV2186,1996,PALIO EL
BMV3338,1996,BLAZER DLX
BMW0800,1992,BMW
BMW3876,1995,325IA SC4 REGINO
BNA2981,1993,ESCORT HOBBY
BNF4648,1993,PARATI GL 1.8
BNG7890,1993,OMEGA CD
BNH0832,1986,PARATI GL
BNJ3771,1994,BONANZA CUSTOM DE LUXE
BNK6150,1990,F1000S
BNM0401,1993,OMEGA SUPREMA GL
BNN2069,1990,OPALA DIPLOMATA SE
BNN6622,1993,TEMPRA OURO 16V
BNP0798,1993,VOYAGE SPORT 1.8
BNQ5728,1993,PREMIO CS IE
BNQ8040,1993,PEUGEOT
BNR6519,1991,KADETT SL
BNS3202,1993,UNO ELECTRONIC
BNS7729,1988,MONZA CLASSIC SE
BNT0827,1984,L 1313
BNT4796,1993,KADETT SL
BNU5488,1993,MONZA SL EFI
BNV6141,1987,SAVEIRO CL
BNW1279,1993,UNO ELECTRONIC
BNW3502,1990,T112 HW 4X2
BNW3568,1993,KADETT GSI MPFI
BNW6656,1993,HONDA CIVIC LSI
BNX0012,1992,KADETT SL EFI
BNX0791,1992,VOYAGE CL 1.8
BNX6712,1992,MONZA SL
BNX6843,1987,PARATI GL
BNX8962,1992,ESCORT 1.8 XR3
BNX9759,1993,KADETT SL EFI
BOA5J95,1993,SAVEIRO GL 1.8
BOA6924,1993,LOGUS CL
BOB9231,1993,UNO ELECTRONIC
BOF8966,1993,KADETT GL
BOG0244,1993,PAMPA 1.8 GL
BOG2296,1993,UNO ELECTRONIC
BOG4086,1991,709
BOH7689,1994,VECTRA CD
BOI1820,1993,LOGUS CL
BOI8124,1994,GOL CL
BOJ7200,1994,OMEGA GLS
BOM6226,1994,UNO ELECTRONIC
BON6097,1994,UNO ELECTRONIC
BOO6809,1994,1714 K
BOO9093,1994,CORSA WIND
BOQ1615,1994,KADETT IPANEMA GL
BOR4604,1994,VERONA 1.8I GLX
BOS1739,1991,SANTANA GLS 2000 I
BOS6972,1994,R113 H 4X2 320
BOT3625,1994,F1000S
BOU5012,1994,ESCORT L
BOV9073,1993,ESCORT 2.0I XR3
BOW5339,1994,GOL 1000
BOW7708,1994,ROYALE 2.0 GHIA
BOX9369,1991,KADETT IPANEMA SL
BOY9566,1994,UNO ELECTRONIC
BOZ3337,1994,UNO ELECTRONIC
BOZ8743,1992,UNO MILLE
BPA0294,1994,ESCORT 1.8I GL
BPA0881,1994,CORSA WIND
BPA4909,1994,TEMPRA OURO 16V
BPA8902,1990,GOL CL
BPF8211,1992,ESCORT 2.0I XR3
BPF8567,1993,F1000 4X4 T
BPK9393,1994,GOLF GTI
BPM1080,1994,CORSA WIND
BPM7413,1990,VOYAGE CL
BPN5531,1991,VERSAILLES 2.0 GHIA
BPN6261,1994,CORSA WIND
BPN8066,1994,UNO ELECTRONIC
BPO1155,1993,LS 1935
BPP3507,1989,MONZA CLASSIC SE
BPU1900,1993,KADETT SL
BPX0070,1992,MMC
BPX4536,1986,MONZA SL
BPY7153,1998,SANTANA 2000 MI
BPZ1333,1997,PALIO ED
BPZ1418,1997,PALIO ED
BQA3832,1993,GOL CL
BQA4401,1983,F1000
BQD3836,1993,GOL CL
BQG5545,1992,SAVEIRO CL 1.8
BQJ6644,1993,FIAT UNO CSL 1.6
BQK1121,1993,LOGUS GL
BQK2160,1993,KADETT IPANEMA GL
BQK3120,1994,SAVEIRO CL
BQK3328,1993,LOGUS CL
BQK3600,1994,VECTRA GLS
BQK6387,1994,CORSA WIND
BQK7516,1986,SANTANA CS
BQL3468,1988,L 1318
BQM3818,1995,VW GOLF GL
BQM8378,1995,GOLF GLX
BQO1182,1991,UNO MILLE
BQO2187,1994,L 1218
BQQ9286,1993,UNO ELECTRONIC
BQR9033,1993,PARATI CL
BQS1920,1993,D20 CUSTOM S
BQT7817,1994,UNO MILLE ELECTRONI
BQX5289,1994,UNO ELECTRONIC
BRA0009,1992,MMC
BRB1663,1987,CHEVETTE SE
BRB6807,1994,OMEGA GLS
BRC8068,1989,PARATI CL
BRD3386,1994,GOL 1000
BRF1905,1994,GOL 1000
BRG0996,1995,GM ASTRA GLS
BRG3172,1994,RENAULT TWINGO
BRG6106,1994,GOLF GTI
BRG8882,1995,GOL 1000I
BRI1509,1978,PASSAT
BRK6361,1984,MONZA SL
BRN6915,1995,LS 1935
BRN8925,1995,KADETT IPANEMA GL
BRO0797,1994,FIAT TIPO 1.6 IE
BRO8848,1994,GOL 1000
BRR3481,1995,CBX 200 STRADA
BRU5256,1997,CBX 200 STRADA
BRZ0947,1995,VERANEIO CUSTOM S
BSB7588,1995,XL 125 S
BSB9829,1996,NX 350 SAHARA
BSC0330,1995,VW GOLF GL
BSC1534,1995,MB 180D
BSD4282,1995,MONZA GL
BSE4999,1995,RANGER XL
BSE5762,1995,306 XS
BSE7136,1995,GOL ROLLING STONES
BSE7748,1995,FIAT TIPO 1.6 IE
BSF2597,1974,LA 1113
BSF3369,1990,L 1418
BSF8898,1997,NL12 360 6X4T EDC
BSG0127,1996,L 1618
BSG1438,1995,SANTANA CL 1800 I
BSG1672,1976,L 1313
BSG3218,1997,NL12 360 6X4T EDC
BSH5647,1995,MONZA GL
BSJ5787,1997,SUZUKI GS500E
BSL4782,1996,CG
BSQ0114,1993,SUBARU
BSS3930,1989,GOL GL
BSS5539,1992,GOL CL
BST0029,1993,TEMPRA OURO 16V
BSV0412,1996,CORSA GL
BSV1594,1997,KADETT IPANEMA GL
BTA1046,1986,L 1313
BTA3271,1976,CHEVROLET
BTA4563,1984,LS 1929
BTA8635,1997,L 1620
BTB1431,1996,LS 1935
BTB2913,1991,T112 HW 4X2
BTB3121,1996,LS 1935
BTB5258,1997,R113 H 4X2 360
BTB7694,1978,LA 1113
BTC2062,1996,VW GOLF GL
BTF9553,1995,SANTANA GL 2000 I
BTG0590,1985,UNO CS
BTG1869,1995,VW GOLF GL
BTH0049,1995,GM ASTRA GLS 2.0MPFI
BTH3557,1995,LS 1630
BTJ0060,1995,CORSA WIND
BTJ1055,1995,CITROEN XANTIA 2.0I
BTJ3384,1995,KADETT GL
BTJ4166,1988,MONZA CLASSIC SE
BTJ4534,1995,CORSA WIND
BTJ6698,1995,ESCORT 1.6I GLX
BTM0525,1995,KADETT GL
BTM8788,1995,S10 DELUXE
BTN6636,1995,CORSA GL
BTO1504,1997,GOL CL 1.6 MI
BTO1557,1997,VECTRA GLS
BTO9227,1988,T112 HS 4X2
BTQ7290,1995,ESCORT 1.8I GL
BTR0240,1988,T112 HS 4X2
BTR0707,1998,12.170 BT
BTR2923,1998,GOL CL 1.6 MI
BTS3542,1989,L 1618
BTS9A60,1983,T112 H 4X2
BTT0B63,1985,T112 H 4X2
BTT1907,1998,LS 1935
BTT2947,1996,LS 1935
BTT4435,1996,L 1620
BTU0433,1992,7.90 S
BTU8264,1989,N10
BUA5223,1983,VOYAGE LS
BUC2758,1995,R113 H 4X2 320
BUC5180,1996,PALIO EL
BUC6450,1995,ESCORT 1.6I GL
BUC9474,1979,BIANCO
BUD2009,1983,L 1313
BUD4077,1983,T112 H
BUD9073,1976,OF 1113
BUD9966,1997,710
BUF6326,1995,UNO MILLE EP
BUG1426,1989,DEL REY BELINA GLX
BUH9381,1995,KOMBI
BUI1879,1995,LOGUS WOB EDITION
BUK3566,1995,GOL ROLLING STONES
BUL8504,1995,GOL 1000
BUM3766,1995,FIAT TIPO 1.6 IE
BUM6532,1995,CORSA GLS
BUM7074,1995,CORSA GL
BUO0014,1995,FORD RANGER STX
BUO9050,1994,FIAT TIPO 1.6 IE
BUP1E12,1971,L 1113
BUP3735,1998,PARATI CL 1.6 MI
BUP8009,1982,T112 MA 4X2
BUR7069,1994,GOL CLI
BUS4984,1979,L111
BUU9440,1996,CORSA GLS
BUU9734,1996,SANTANA GLS 2000 I
BUV1871,1994,FIORINO 1.0
BUW4716,1994,CORSA WIND
BUY5590,1984,PARATI
BVA0759,1994,VW VOYAGE GL
BVB6880,1995,SANTANA GL 2000 I
BVB7460,1995,GOL CLI
BVB7798,1995,GOL GTI 2000
BVM1845,1988,DEL REY BELINA L
BVM3187,1996,710
BVM3889,1997,PALIO EDX
BVO4960,1991,ESCORT GL
BVO6009,1995,LOGUS CLI 1.8
BVQ1B72,1994,FORD RANGER STX
BVW9710,1990,CG 125 TODAY
BVY0267,1993,HONDA CIVIC VTI
BVY0642,1993,GOL CL
BVZ5315,1998,KADETT IPANEMA GL
BWA0D58,1981,L111S
BWA5381,1991,N10 INTERCOOLER II
BWA6535,1986,O 371
BWB0431,1987,LS 1525
BWB0611,1991,L 1418
BWB5063,1986,ESCORT L
BWB9944,1993,L 1214
BWC1975,1992,LS 1935
BWC6102,1976,L 1113
BWC6514,1994,LS 1935
BWC7225,1990,LS 1941
BWE2587,1985,N10
BWE5628,1986,L 1113
BWE6161,1995,NL12 360 4X2
BWF3497,1993,T113 H 4X2 310
BWF4041,1987,T142 H 4X2
BWF7801,1980,F2000
BWG0964,1990,LS 1934
BWG4366,1978,L111
BWG8640,1979,L111
BWH3369,1992,T143 H 4X2 450
BWH8074,1975,L 1113
BWJ1383,1984,T112 H
BWJ2986,1971,LS 1313
BWJ8417,1967,1111
BWK1041,1993,R113 H 4X2 320
BWK9852,1981,L 1513
BWN1001,1994,T113 H 4X2 360
BWN6149,1995,T113 H 4X2 360
BWO1184,1977,LK 140
BWO7093,1981,L 1313
BWP0442,1977,L111S
BWP0815,1990,PARATI GL 1.8
BWP5028,1995,F14000 HD
BWQ0907,1996,T113 H 4X2 320
BWQ3558,1993,R113 H 4X2 320
BWQ4483,1994,R113 H 4X2 360
BWQ9167,1994,O 371 RSE
BWR1437,1996,PARATI GL 1.6 MI
BWS2859,1993,R113 H 4X2 320
BWS4542,1992,B10M 6X2
BWS7269,1995,VERONA 1.8I GL
BWS7499,1995,NL12 360 4X2
BWT0232,1980,L 1513
BWT1113,1993,T113 H 4X2 320
BWT1481,1994,R113 H 4X2 320
BWT6575,1994,R113 H 4X2 360
BWT7C47,1990,T112 HW 4X2
BWU0695,1986,T112 H 4X2
BWU1767,1992,T113 H 4X2 320
BWU7739,1981,F4000
BWY6354,1979,L 1313
BWZ8003,1995,L 1618
BXB1740,1985,T112 H 4X2
BXB2765,1985,LS 1929
BXB8453,1988,T142 H 4X2 S
BXB8844,1993,NL12 360 4X2
BXC1136,1971,L 1113
BXC1486,1981,LK 141
BXC3506,1989,T112 HW 4X2 360
BXC3629,1993,LS 1935
BXC5821,1993,T113 H 4X2 320
BXC5851,1993,OF 1318
BXC6025,1994,NL10 340 4X2
BXC7873,1978,L 1519
BXE0565,1995,LS 1935
BXE0900,1982,T112 H 4X2
BXE4150,1993,L 1418 E
BXE6757,1994,T113 H 4X2 360
BXE8838,1990,B10M
BXF0214,1989,L 1214
BXF1514,1994,NL10 340 4X2
BXF2217,1974,L 1313
BXF2419,1994,LS 1630
BXF3569,1987,CARGO 1418
BXF6143,1977,LK 140
BXF6202,1975,L110
BXF6628,1990,LS 1630
BXF6F04,1990,LS 1630
BXF8588,1982,T112 H 4X2
BXF9129,1972,L 608 D
BXF9581,1997,T113 H 4X2 360
BXG2029,1995,L 1618
BXG4343,1991,L 1618
BXG6558,1976,L110
BXG7757,1980,L 1313
BXH0F70,1994,L 1214
BXH5366,1984,RANDON
BXH8773,1995,T113 H 4X2 360
BXJ4409,1983,RANDON
BXJ6002,1979,L 1516
BXN8377,1997,VECTRA CD
BXO2195,1997,GOL MI
BXS7505,1995,GOL 1000I
BXT0241,1986,MONZA SL
BXT3113,1996,CORSA WIND
BXU2990,1994,CY 50 JOG
BYA4168,1986,T112 HS 4X2
BYA4617,1974,L 1513
BYA5539,1993,NL12 360 4X2
BYA7851,1985,MOTOR TRAILER BR
BYA8736,1988,T112 HS 4X2
BYB3236,1994,T113 H 4X2 360
BYB6287,1994,LS 1630
BYB7550,1994,T113 H 4X2 360
BYB7635,1994,VERSAILLES 2.0 I GL
BYC0298,1994,GOL 1000
BYC1349,1994,NL10 340 4X2
BYC3155,1989,T112 HS 4X2
BYC6063,1994,R113 H 4X2 320
BYC6617,1994,VOLVO FH12 380 4X2
BYC8771,1994,MONZA GL
BYD4710,1989,B10M
BYD4742,1994,T113 H 4X2 320
BYD5909,1985,T112 H 4X2
BYD7937,1987,T112 H
BYD8480,1995,LS 1935
BYE0488,1995,SANTANA CL 1800 I
BYE0A27,1990,7.110 S
BYE2186,1989,L 1618
BYE3793,1995,NL10 340 4X2
BYE7995,1986,R112 H 4X2
BYF0104,1995,POINTER CLI 1.8
BYF1174,1995,LS 1935
BYF6950,1995,NL12 360 4X2
BYG7242,1990,LS 1934
BYG8744,1985,T112 H
BYH2C42,1995,QUANTUM CL 1800 I
BYH5744,1987,T112 HS 4X2
BYM9H02,2020,19.36
BYN6651,1996,FIESTA
BYN7978,1996,VECTRA GLS
BYO3557,1996,FIESTA
BYO6465,1996,FIESTA
BZC3278,1994,LOGUS CL
BZC9571,1994,OMEGA CD
BZD7967,1994,T113 H 4X2 320
BZE2266,1995,VERSAILLES 1.8 I GL
BZE6382,1995,NL12 410 6X4
BZH7614,1995,VOYAGE CL
BZI2903,1989,VOYAGE CL
BZI7070,1994,FIAT TEMPRA SW SLX
BZM0420,1991,SAVEIRO GL 1.8
BZM1244,1995,GOL CLI 1.8
BZM2854,1995,CORSA WIND
BZM3540,1995,CORDOBA GLX
BZM4886,1995,KADETT GL
BZM4991,1995,FIORINO IE
BZM5134,1995,ESCORT 1.0 HOBBY
BZN1468,1994,TEMPRA IE
BZN5884,1994,RENAULT LAGUNA 2.0
BZN7255,1995,POINTER GLI 2000
BZQ5680,1993,709
BZQ6464,1994,VECTRA GLS
BZQ7713,1994,325IA SC4 REGINO
BZT1723,1975,FUSCA 1300
BZU0854,1979,L 1513
BZU4734,1994,FIAT TIPO 1.6 IE
BZV0889,1995,TEMPRA IE
BZV3343,1994,OMEGA SUPREMA CD
BZV5181,1985,CHEVETTE
BZY4690,1995,UNO MILLE EP
BZY9471,1976,FUSCA 1300
CAA4801,1994,FIAT TIPO 1.6 IE
CAB0777,1994,VECTRA CD
CAB1598,1995,CORSA WIND
CAD1419,1987,CHEVETTE SL
CAD4556,1991,KADETT SL
CAE8117,1995,FIAT TIPO 1.6 IE
CAE8535,1995,FIAT TIPO 1.6 IE
CAE8858,1995,VW GOLF GL
CAF0090,1996,SANTANA CL 1800 I
CAG4227,1995,KADETT GL
CAH1164,1979,BRASILIA
